user_id	opinion	raw_opinion	time
175.0	3.0	0.4983	0.0
153.0	4.0	0.9013	0.0
154.0	4.0	0.605	0.0
155.0	0.0	-0.7939	0.0
156.0	3.0	0.3263	0.0
157.0	4.0	0.9576	0.0
158.0	0.0	-0.9796	0.0
159.0	2.0	0.0694	0.0
160.0	1.0	-0.2168	0.0
161.0	2.0	0.0546	0.0
162.0	4.0	0.8981	0.0
101.0	0.0	-0.7937	0.0
163.0	2.0	-0.093	0.0
165.0	4.0	0.7257	0.0
166.0	3.0	0.5212	0.0
167.0	0.0	-0.9389	0.0
168.0	0.0	-0.609	0.0
169.0	4.0	0.9456	0.0
170.0	1.0	-0.5638	0.0
171.0	3.0	0.4857	0.0
172.0	3.0	0.3927	0.0
173.0	3.0	0.5546	0.0
174.0	0.0	-0.8762	0.0
164.0	1.0	-0.4011	0.0
100.0	3.0	0.5593	0.0
149.0	2.0	-0.066	0.0
98.0	0.0	-0.7653	0.0
27.0	4.0	0.9836	0.0
28.0	2.0	-0.152	0.0
29.0	4.0	0.7383	0.0
30.0	3.0	0.3865	0.0
31.0	3.0	0.2386	0.0
32.0	1.0	-0.2159	0.0
33.0	1.0	-0.2706	0.0
34.0	2.0	-0.0505	0.0
35.0	4.0	0.6233	0.0
36.0	1.0	-0.5372	0.0
37.0	1.0	-0.4516	0.0
38.0	0.0	-0.7857	0.0
39.0	4.0	0.8602	0.0
40.0	2.0	0.1223	0.0
41.0	2.0	-0.0183	0.0
42.0	1.0	-0.3918	0.0
43.0	4.0	0.8275	0.0
44.0	1.0	-0.4063	0.0
45.0	3.0	0.5134	0.0
46.0	3.0	0.332	0.0
47.0	0.0	-0.909	0.0
26.0	3.0	0.2455	0.0
25.0	0.0	-0.6872	0.0
24.0	0.0	-0.77	0.0
23.0	0.0	-0.6098	0.0
99.0	4.0	0.8134	0.0
2.0	2.0	-0.1602	0.0
3.0	3.0	0.3159	0.0
4.0	0.0	-0.7581	0.0
5.0	1.0	-0.2646	0.0
6.0	2.0	-0.1322	0.0
7.0	1.0	-0.2257	0.0
8.0	4.0	0.7672	0.0
9.0	0.0	-0.9402	0.0
10.0	4.0	0.7118	0.0
48.0	2.0	-0.0068	0.0
11.0	0.0	-0.7825	0.0
13.0	4.0	0.8655	0.0
14.0	3.0	0.2713	0.0
15.0	0.0	-0.7189	0.0
16.0	0.0	-0.8221	0.0
17.0	0.0	-0.687	0.0
18.0	2.0	0.0208	0.0
19.0	3.0	0.3948	0.0
20.0	1.0	-0.4118	0.0
21.0	4.0	0.7767	0.0
22.0	2.0	-0.1487	0.0
12.0	4.0	0.6759	0.0
49.0	1.0	-0.4896	0.0
1.0	4.0	0.771	0.0
85.0	2.0	0.0141	0.0
76.0	2.0	-0.1024	0.0
77.0	1.0	-0.5124	0.0
79.0	3.0	0.2677	0.0
80.0	2.0	0.0638	0.0
81.0	4.0	0.6606	0.0
82.0	4.0	0.7763	0.0
83.0	1.0	-0.5209	0.0
84.0	2.0	0.0478	0.0
50.0	4.0	0.9015	0.0
86.0	1.0	-0.2609	0.0
87.0	3.0	0.501	0.0
88.0	3.0	0.3344	0.0
89.0	3.0	0.5002	0.0
90.0	0.0	-0.6559	0.0
91.0	1.0	-0.4796	0.0
92.0	1.0	-0.2946	0.0
93.0	4.0	0.9373	0.0
94.0	3.0	0.2712	0.0
95.0	1.0	-0.4316	0.0
96.0	3.0	0.3187	0.0
97.0	2.0	-0.0099	0.0
75.0	3.0	0.3753	0.0
74.0	4.0	0.6445	0.0
78.0	0.0	-0.6839	0.0
72.0	4.0	0.7502	0.0
51.0	0.0	-0.6037	0.0
52.0	1.0	-0.3456	0.0
53.0	1.0	-0.4343	0.0
54.0	2.0	-0.0694	0.0
55.0	3.0	0.5507	0.0
56.0	3.0	0.5872	0.0
73.0	4.0	0.7897	0.0
58.0	1.0	-0.5157	0.0
59.0	4.0	0.8023	0.0
60.0	3.0	0.4319	0.0
61.0	3.0	0.4401	0.0
57.0	0.0	-0.668	0.0
63.0	3.0	0.2155	0.0
62.0	2.0	0.0083	0.0
70.0	0.0	-0.9014	0.0
69.0	2.0	-0.0057	0.0
68.0	3.0	0.4946	0.0
71.0	4.0	0.7317	0.0
66.0	0.0	-0.6382	0.0
65.0	1.0	-0.4211	0.0
64.0	4.0	0.7449	0.0
67.0	4.0	0.8783	0.0
135.0	4.0	0.9764	0.0025
127.0	2.0	0.079	0.0025
128.0	2.0	-0.0537	0.0025
129.0	2.0	0.1334	0.0025
130.0	2.0	0.0017	0.0025
131.0	0.0	-0.6554	0.0025
132.0	3.0	0.4365	0.0025
133.0	3.0	0.4143	0.0025
134.0	1.0	-0.369	0.0025
136.0	1.0	-0.4784	0.0025
101.0	0.0	-0.7937	0.0025
138.0	3.0	0.5795	0.0025
139.0	2.0	0.1628	0.0025
140.0	1.0	-0.5755	0.0025
141.0	3.0	0.3168	0.0025
142.0	4.0	0.9823	0.0025
143.0	1.0	-0.3094	0.0025
144.0	3.0	0.5277	0.0025
145.0	3.0	0.4053	0.0025
146.0	1.0	-0.3839	0.0025
147.0	2.0	-0.1134	0.0025
137.0	1.0	-0.4046	0.0025
126.0	2.0	0.1731	0.0025
102.0	0.0	-0.7918	0.0025
124.0	4.0	0.7224	0.0025
148.0	3.0	0.5907	0.0025
103.0	0.0	-0.7082	0.0025
104.0	2.0	-0.0785	0.0025
105.0	0.0	-0.6577	0.0025
106.0	1.0	-0.3467	0.0025
107.0	1.0	-0.4221	0.0025
108.0	1.0	-0.2456	0.0025
109.0	4.0	0.7277	0.0025
110.0	0.0	-0.7117	0.0025
111.0	3.0	0.2741	0.0025
125.0	1.0	-0.2267	0.0025
112.0	4.0	0.954	0.0025
114.0	0.0	-0.7995	0.0025
115.0	4.0	0.8414	0.0025
116.0	4.0	0.7052	0.0025
117.0	2.0	-0.1274	0.0025
118.0	3.0	0.5876	0.0025
119.0	3.0	0.3965	0.0025
120.0	3.0	0.5577	0.0025
121.0	4.0	0.653	0.0025
122.0	3.0	0.3593	0.0025
123.0	4.0	0.9032	0.0025
113.0	2.0	-0.0125	0.0025
150.0	3.0	0.2873	0.0025
174.0	0.0	-0.8762	0.0025
152.0	0.0	-0.9542	0.0025
179.0	1.0	-0.3763	0.0025
180.0	4.0	0.632	0.0025
181.0	4.0	0.6787	0.0025
182.0	3.0	0.5708	0.0025
183.0	4.0	0.9779	0.0025
184.0	1.0	-0.4502	0.0025
185.0	4.0	0.7544	0.0025
186.0	1.0	-0.3809	0.0025
187.0	3.0	0.2754	0.0025
188.0	4.0	0.8893	0.0025
189.0	0.0	-0.8768	0.0025
190.0	3.0	0.5863	0.0025
191.0	1.0	-0.2808	0.0025
192.0	0.0	-0.711	0.0025
193.0	1.0	-0.383	0.0025
194.0	1.0	-0.4708	0.0025
195.0	2.0	-0.0741	0.0025
196.0	4.0	0.8045	0.0025
197.0	2.0	0.0782	0.0025
198.0	0.0	-0.6037	0.0025
199.0	1.0	-0.427	0.0025
178.0	4.0	0.7183	0.0025
151.0	4.0	0.9292	0.0025
177.0	2.0	0.0037	0.0025
175.0	3.0	0.4983	0.0025
153.0	4.0	0.9124	0.0025
154.0	4.0	0.605	0.0025
155.0	0.0	-0.7939	0.0025
156.0	3.0	0.3398	0.0025
157.0	4.0	0.9576	0.0025
158.0	0.0	-0.988	0.0025
159.0	2.0	0.0694	0.0025
160.0	1.0	-0.2052	0.0025
161.0	2.0	0.0546	0.0025
162.0	4.0	0.8981	0.0025
163.0	2.0	-0.093	0.0025
164.0	1.0	-0.4011	0.0025
165.0	4.0	0.7257	0.0025
166.0	3.0	0.5212	0.0025
167.0	0.0	-0.9389	0.0025
168.0	0.0	-0.609	0.0025
169.0	4.0	0.9456	0.0025
170.0	1.0	-0.5638	0.0025
171.0	3.0	0.4857	0.0025
172.0	3.0	0.3927	0.0025
173.0	3.0	0.5546	0.0025
176.0	1.0	-0.3569	0.0025
100.0	3.0	0.5593	0.0025
149.0	2.0	-0.066	0.0025
98.0	0.0	-0.7653	0.0025
27.0	4.0	0.9839	0.0025
28.0	2.0	-0.152	0.0025
29.0	4.0	0.7383	0.0025
30.0	3.0	0.3865	0.0025
31.0	3.0	0.2386	0.0025
32.0	1.0	-0.2159	0.0025
33.0	1.0	-0.2441	0.0025
34.0	2.0	-0.0505	0.0025
35.0	4.0	0.6233	0.0025
36.0	1.0	-0.5372	0.0025
37.0	1.0	-0.4516	0.0025
38.0	0.0	-0.7857	0.0025
39.0	4.0	0.8602	0.0025
40.0	2.0	0.134	0.0025
41.0	2.0	-0.0183	0.0025
42.0	1.0	-0.3765	0.0025
43.0	4.0	0.8275	0.0025
44.0	1.0	-0.4063	0.0025
45.0	3.0	0.5134	0.0025
46.0	3.0	0.3237	0.0025
47.0	0.0	-0.9171	0.0025
26.0	3.0	0.2455	0.0025
25.0	0.0	-0.6872	0.0025
24.0	0.0	-0.77	0.0025
23.0	0.0	-0.6098	0.0025
1.0	4.0	0.771	0.0025
2.0	2.0	-0.1602	0.0025
3.0	3.0	0.3159	0.0025
4.0	0.0	-0.7581	0.0025
5.0	1.0	-0.2646	0.0025
6.0	2.0	-0.1322	0.0025
7.0	1.0	-0.2257	0.0025
8.0	4.0	0.7672	0.0025
9.0	0.0	-0.9402	0.0025
10.0	4.0	0.7118	0.0025
48.0	2.0	-0.0068	0.0025
11.0	0.0	-0.7825	0.0025
13.0	4.0	0.8781	0.0025
14.0	3.0	0.2713	0.0025
15.0	0.0	-0.7189	0.0025
16.0	0.0	-0.8221	0.0025
17.0	0.0	-0.6749	0.0025
18.0	2.0	0.0208	0.0025
19.0	3.0	0.3948	0.0025
20.0	1.0	-0.4118	0.0025
21.0	4.0	0.7647	0.0025
22.0	2.0	-0.1487	0.0025
12.0	4.0	0.6759	0.0025
49.0	1.0	-0.4896	0.0025
0.0	1.0	-0.2903	0.0025
50.0	4.0	0.9015	0.0025
77.0	1.0	-0.5124	0.0025
78.0	0.0	-0.6839	0.0025
79.0	3.0	0.2677	0.0025
80.0	2.0	0.0518	0.0025
81.0	4.0	0.6606	0.0025
82.0	4.0	0.7763	0.0025
83.0	1.0	-0.5198	0.0025
84.0	2.0	0.0288	0.0025
85.0	2.0	0.0141	0.0025
86.0	1.0	-0.2689	0.0025
87.0	3.0	0.501	0.0025
88.0	3.0	0.3344	0.0025
89.0	3.0	0.5002	0.0025
90.0	0.0	-0.6559	0.0025
91.0	1.0	-0.4796	0.0025
92.0	1.0	-0.2946	0.0025
93.0	4.0	0.9551	0.0025
94.0	3.0	0.2712	0.0025
95.0	1.0	-0.4475	0.0025
96.0	3.0	0.3187	0.0025
97.0	2.0	-0.0099	0.0025
76.0	2.0	-0.1119	0.0025
75.0	3.0	0.3753	0.0025
99.0	4.0	0.8133	0.0025
73.0	4.0	0.8088	0.0025
51.0	0.0	-0.6037	0.0025
52.0	1.0	-0.3456	0.0025
53.0	1.0	-0.4343	0.0025
54.0	2.0	-0.0694	0.0025
55.0	3.0	0.5507	0.0025
56.0	3.0	0.5872	0.0025
74.0	4.0	0.6527	0.0025
58.0	1.0	-0.5157	0.0025
59.0	4.0	0.8023	0.0025
60.0	3.0	0.4223	0.0025
61.0	3.0	0.4401	0.0025
57.0	0.0	-0.668	0.0025
63.0	3.0	0.2081	0.0025
64.0	4.0	0.7449	0.0025
65.0	1.0	-0.4015	0.0025
66.0	0.0	-0.6382	0.0025
67.0	4.0	0.8783	0.0025
68.0	3.0	0.4946	0.0025
69.0	2.0	-0.0057	0.0025
70.0	0.0	-0.9014	0.0025
71.0	4.0	0.7317	0.0025
72.0	4.0	0.7502	0.0025
62.0	2.0	0.0216	0.0025
135.0	4.0	0.9764	0.005
134.0	1.0	-0.3779	0.005
133.0	3.0	0.4143	0.005
132.0	3.0	0.4365	0.005
127.0	2.0	0.078	0.005
130.0	2.0	0.0017	0.005
129.0	2.0	0.1334	0.005
128.0	2.0	-0.0537	0.005
131.0	0.0	-0.6538	0.005
136.0	1.0	-0.4784	0.005
147.0	2.0	-0.1134	0.005
138.0	3.0	0.5976	0.005
139.0	2.0	0.1431	0.005
140.0	1.0	-0.5755	0.005
141.0	3.0	0.3168	0.005
142.0	4.0	0.9823	0.005
143.0	1.0	-0.3351	0.005
144.0	3.0	0.5277	0.005
145.0	3.0	0.4053	0.005
146.0	1.0	-0.3721	0.005
126.0	2.0	0.1731	0.005
137.0	1.0	-0.4046	0.005
125.0	1.0	-0.2267	0.005
114.0	0.0	-0.7995	0.005
123.0	4.0	0.9032	0.005
101.0	0.0	-0.7937	0.005
102.0	0.0	-0.7918	0.005
103.0	0.0	-0.7082	0.005
104.0	2.0	-0.0785	0.005
105.0	0.0	-0.6399	0.005
106.0	1.0	-0.3553	0.005
107.0	1.0	-0.4221	0.005
108.0	1.0	-0.2456	0.005
109.0	4.0	0.7277	0.005
110.0	0.0	-0.7117	0.005
124.0	4.0	0.724	0.005
111.0	3.0	0.2741	0.005
113.0	2.0	-0.0125	0.005
148.0	3.0	0.5907	0.005
115.0	4.0	0.8414	0.005
116.0	4.0	0.7052	0.005
117.0	2.0	-0.1274	0.005
118.0	3.0	0.5876	0.005
119.0	3.0	0.408	0.005
120.0	3.0	0.5577	0.005
121.0	4.0	0.653	0.005
122.0	3.0	0.3593	0.005
112.0	4.0	0.954	0.005
149.0	2.0	-0.066	0.005
161.0	2.0	0.0546	0.005
151.0	4.0	0.9292	0.005
179.0	1.0	-0.3763	0.005
180.0	4.0	0.6438	0.005
181.0	4.0	0.6787	0.005
182.0	3.0	0.5708	0.005
183.0	4.0	0.9779	0.005
184.0	1.0	-0.4502	0.005
185.0	4.0	0.7608	0.005
186.0	1.0	-0.3809	0.005
187.0	3.0	0.2817	0.005
188.0	4.0	0.8893	0.005
189.0	0.0	-0.8768	0.005
190.0	3.0	0.5863	0.005
191.0	1.0	-0.2912	0.005
192.0	0.0	-0.711	0.005
193.0	1.0	-0.3661	0.005
194.0	1.0	-0.4708	0.005
195.0	2.0	-0.0741	0.005
196.0	4.0	0.7912	0.005
197.0	2.0	0.0782	0.005
198.0	0.0	-0.6078	0.005
100.0	3.0	0.5593	0.005
178.0	4.0	0.727	0.005
177.0	2.0	0.0037	0.005
176.0	1.0	-0.3569	0.005
175.0	3.0	0.4983	0.005
152.0	0.0	-0.9587	0.005
153.0	4.0	0.9124	0.005
154.0	4.0	0.605	0.005
155.0	0.0	-0.7939	0.005
156.0	3.0	0.3398	0.005
157.0	4.0	0.9576	0.005
158.0	0.0	-0.988	0.005
159.0	2.0	0.0694	0.005
160.0	1.0	-0.2052	0.005
162.0	4.0	0.8981	0.005
150.0	3.0	0.2873	0.005
163.0	2.0	-0.093	0.005
165.0	4.0	0.7257	0.005
166.0	3.0	0.5392	0.005
167.0	0.0	-0.9213	0.005
168.0	0.0	-0.609	0.005
169.0	4.0	0.9456	0.005
170.0	1.0	-0.5571	0.005
171.0	3.0	0.4857	0.005
172.0	3.0	0.3927	0.005
199.0	1.0	-0.4458	0.005
174.0	0.0	-0.8762	0.005
164.0	1.0	-0.4011	0.005
173.0	3.0	0.5546	0.005
99.0	4.0	0.8139	0.005
97.0	2.0	-0.0099	0.005
25.0	0.0	-0.6872	0.005
26.0	3.0	0.2455	0.005
27.0	4.0	0.9839	0.005
28.0	2.0	-0.152	0.005
29.0	4.0	0.7279	0.005
30.0	3.0	0.3865	0.005
31.0	3.0	0.2386	0.005
32.0	1.0	-0.2159	0.005
33.0	1.0	-0.2441	0.005
34.0	2.0	-0.0505	0.005
35.0	4.0	0.6233	0.005
36.0	1.0	-0.5372	0.005
37.0	1.0	-0.4516	0.005
38.0	0.0	-0.7857	0.005
39.0	4.0	0.8602	0.005
40.0	2.0	0.1494	0.005
41.0	2.0	-0.0183	0.005
42.0	1.0	-0.3765	0.005
43.0	4.0	0.8441	0.005
44.0	1.0	-0.4063	0.005
45.0	3.0	0.5134	0.005
23.0	0.0	-0.6098	0.005
46.0	3.0	0.3237	0.005
22.0	2.0	-0.1487	0.005
20.0	1.0	-0.4118	0.005
98.0	0.0	-0.7653	0.005
0.0	1.0	-0.2903	0.005
1.0	4.0	0.771	0.005
2.0	2.0	-0.1602	0.005
3.0	3.0	0.307	0.005
4.0	0.0	-0.7581	0.005
5.0	1.0	-0.2646	0.005
6.0	2.0	-0.1322	0.005
7.0	1.0	-0.2257	0.005
8.0	4.0	0.7672	0.005
9.0	0.0	-0.9317	0.005
10.0	4.0	0.7118	0.005
11.0	0.0	-0.7825	0.005
12.0	4.0	0.6734	0.005
13.0	4.0	0.8816	0.005
14.0	3.0	0.2713	0.005
15.0	0.0	-0.7189	0.005
16.0	0.0	-0.8221	0.005
17.0	0.0	-0.6749	0.005
18.0	2.0	0.0208	0.005
19.0	3.0	0.3948	0.005
21.0	4.0	0.7808	0.005
47.0	0.0	-0.9171	0.005
24.0	0.0	-0.77	0.005
49.0	1.0	-0.4896	0.005
75.0	3.0	0.3753	0.005
76.0	2.0	-0.1185	0.005
77.0	1.0	-0.5124	0.005
78.0	0.0	-0.6839	0.005
79.0	3.0	0.2677	0.005
80.0	2.0	0.0518	0.005
81.0	4.0	0.6472	0.005
82.0	4.0	0.7763	0.005
84.0	2.0	0.0288	0.005
85.0	2.0	0.0141	0.005
74.0	4.0	0.6527	0.005
86.0	1.0	-0.2689	0.005
88.0	3.0	0.3212	0.005
89.0	3.0	0.5002	0.005
90.0	0.0	-0.6559	0.005
91.0	1.0	-0.4796	0.005
92.0	1.0	-0.3134	0.005
93.0	4.0	0.9551	0.005
94.0	3.0	0.2712	0.005
95.0	1.0	-0.4475	0.005
48.0	2.0	-0.0068	0.005
96.0	3.0	0.3102	0.005
87.0	3.0	0.501	0.005
73.0	4.0	0.8088	0.005
83.0	1.0	-0.5198	0.005
51.0	0.0	-0.6037	0.005
50.0	4.0	0.9015	0.005
72.0	4.0	0.7502	0.005
52.0	1.0	-0.3456	0.005
53.0	1.0	-0.4343	0.005
54.0	2.0	-0.0694	0.005
55.0	3.0	0.5449	0.005
56.0	3.0	0.5872	0.005
58.0	1.0	-0.5157	0.005
59.0	4.0	0.8023	0.005
60.0	3.0	0.4223	0.005
61.0	3.0	0.4378	0.005
57.0	0.0	-0.668	0.005
63.0	3.0	0.2081	0.005
71.0	4.0	0.7317	0.005
62.0	2.0	0.0304	0.005
69.0	2.0	-0.016	0.005
68.0	3.0	0.4815	0.005
67.0	4.0	0.8783	0.005
70.0	0.0	-0.8859	0.005
65.0	1.0	-0.3965	0.005
64.0	4.0	0.7369	0.005
66.0	0.0	-0.6382	0.005
136.0	1.0	-0.4787	0.0075
128.0	2.0	-0.0537	0.0075
129.0	2.0	0.1334	0.0075
130.0	2.0	0.0017	0.0075
131.0	0.0	-0.6538	0.0075
132.0	3.0	0.4365	0.0075
133.0	3.0	0.4143	0.0075
134.0	1.0	-0.3779	0.0075
135.0	4.0	0.9872	0.0075
137.0	1.0	-0.4046	0.0075
148.0	3.0	0.5877	0.0075
139.0	2.0	0.1431	0.0075
140.0	1.0	-0.5676	0.0075
141.0	3.0	0.3168	0.0075
142.0	4.0	0.9929	0.0075
143.0	1.0	-0.3351	0.0075
144.0	3.0	0.5277	0.0075
145.0	3.0	0.4053	0.0075
146.0	1.0	-0.3721	0.0075
147.0	2.0	-0.1134	0.0075
127.0	2.0	0.078	0.0075
138.0	3.0	0.5976	0.0075
126.0	2.0	0.1635	0.0075
102.0	0.0	-0.7918	0.0075
124.0	4.0	0.724	0.0075
149.0	2.0	-0.066	0.0075
103.0	0.0	-0.7094	0.0075
104.0	2.0	-0.0785	0.0075
105.0	0.0	-0.6399	0.0075
106.0	1.0	-0.3553	0.0075
107.0	1.0	-0.4279	0.0075
108.0	1.0	-0.2456	0.0075
109.0	4.0	0.7277	0.0075
110.0	0.0	-0.7193	0.0075
111.0	3.0	0.2741	0.0075
125.0	1.0	-0.2179	0.0075
112.0	4.0	0.9409	0.0075
114.0	0.0	-0.7995	0.0075
115.0	4.0	0.8414	0.0075
116.0	4.0	0.7052	0.0075
117.0	2.0	-0.1274	0.0075
118.0	3.0	0.5876	0.0075
119.0	3.0	0.408	0.0075
120.0	3.0	0.5762	0.0075
121.0	4.0	0.653	0.0075
122.0	3.0	0.3593	0.0075
123.0	4.0	0.9032	0.0075
113.0	2.0	-0.0125	0.0075
150.0	3.0	0.2873	0.0075
199.0	1.0	-0.4458	0.0075
152.0	0.0	-0.9587	0.0075
179.0	1.0	-0.3735	0.0075
180.0	4.0	0.6491	0.0075
181.0	4.0	0.6787	0.0075
182.0	3.0	0.5708	0.0075
183.0	4.0	0.9779	0.0075
184.0	1.0	-0.4502	0.0075
185.0	4.0	0.7449	0.0075
186.0	1.0	-0.3809	0.0075
187.0	3.0	0.2817	0.0075
188.0	4.0	0.8893	0.0075
189.0	0.0	-0.8768	0.0075
190.0	3.0	0.5863	0.0075
191.0	1.0	-0.2912	0.0075
192.0	0.0	-0.7042	0.0075
193.0	1.0	-0.3661	0.0075
194.0	1.0	-0.4708	0.0075
195.0	2.0	-0.0741	0.0075
196.0	4.0	0.7912	0.0075
197.0	2.0	0.0719	0.0075
198.0	0.0	-0.6078	0.0075
101.0	0.0	-0.7962	0.0075
178.0	4.0	0.7304	0.0075
177.0	2.0	0.0037	0.0075
176.0	1.0	-0.3641	0.0075
175.0	3.0	0.4983	0.0075
153.0	4.0	0.9192	0.0075
154.0	4.0	0.6004	0.0075
155.0	0.0	-0.7939	0.0075
156.0	3.0	0.3398	0.0075
157.0	4.0	0.9576	0.0075
158.0	0.0	-0.988	0.0075
159.0	2.0	0.0694	0.0075
160.0	1.0	-0.2052	0.0075
161.0	2.0	0.0546	0.0075
162.0	4.0	0.8981	0.0075
151.0	4.0	0.9292	0.0075
163.0	2.0	-0.093	0.0075
165.0	4.0	0.7407	0.0075
166.0	3.0	0.5392	0.0075
167.0	0.0	-0.9213	0.0075
168.0	0.0	-0.609	0.0075
169.0	4.0	0.9456	0.0075
170.0	1.0	-0.5691	0.0075
171.0	3.0	0.4857	0.0075
172.0	3.0	0.3927	0.0075
173.0	3.0	0.5546	0.0075
174.0	0.0	-0.8762	0.0075
164.0	1.0	-0.4011	0.0075
100.0	3.0	0.5593	0.0075
49.0	1.0	-0.4896	0.0075
98.0	0.0	-0.7738	0.0075
26.0	3.0	0.2455	0.0075
27.0	4.0	0.9839	0.0075
28.0	2.0	-0.152	0.0075
29.0	4.0	0.7279	0.0075
30.0	3.0	0.3865	0.0075
31.0	3.0	0.2328	0.0075
32.0	1.0	-0.2159	0.0075
33.0	1.0	-0.2441	0.0075
34.0	2.0	-0.0505	0.0075
35.0	4.0	0.6233	0.0075
36.0	1.0	-0.5518	0.0075
37.0	1.0	-0.4516	0.0075
38.0	0.0	-0.7857	0.0075
39.0	4.0	0.8602	0.0075
40.0	2.0	0.1494	0.0075
41.0	2.0	-0.0183	0.0075
42.0	1.0	-0.3765	0.0075
43.0	4.0	0.8441	0.0075
44.0	1.0	-0.4063	0.0075
45.0	3.0	0.5134	0.0075
46.0	3.0	0.3237	0.0075
25.0	0.0	-0.7006	0.0075
47.0	0.0	-0.9171	0.0075
24.0	0.0	-0.77	0.0075
22.0	2.0	-0.1487	0.0075
1.0	4.0	0.771	0.0075
2.0	2.0	-0.1602	0.0075
3.0	3.0	0.3142	0.0075
4.0	0.0	-0.7581	0.0075
5.0	1.0	-0.2646	0.0075
6.0	2.0	-0.1322	0.0075
7.0	1.0	-0.2257	0.0075
8.0	4.0	0.7672	0.0075
9.0	0.0	-0.926	0.0075
10.0	4.0	0.7118	0.0075
11.0	0.0	-0.7825	0.0075
12.0	4.0	0.6734	0.0075
13.0	4.0	0.8952	0.0075
14.0	3.0	0.2713	0.0075
15.0	0.0	-0.7189	0.0075
16.0	0.0	-0.809	0.0075
17.0	0.0	-0.6825	0.0075
18.0	2.0	0.015	0.0075
19.0	3.0	0.3948	0.0075
20.0	1.0	-0.4199	0.0075
21.0	4.0	0.7808	0.0075
23.0	0.0	-0.6232	0.0075
48.0	2.0	-0.0068	0.0075
0.0	1.0	-0.2903	0.0075
50.0	4.0	0.9015	0.0075
77.0	1.0	-0.5124	0.0075
78.0	0.0	-0.6864	0.0075
79.0	3.0	0.2677	0.0075
80.0	2.0	0.0518	0.0075
81.0	4.0	0.6472	0.0075
82.0	4.0	0.7763	0.0075
83.0	1.0	-0.5198	0.0075
84.0	2.0	0.0288	0.0075
99.0	4.0	0.8334	0.0075
86.0	1.0	-0.2689	0.0075
87.0	3.0	0.4882	0.0075
88.0	3.0	0.326	0.0075
89.0	3.0	0.5002	0.0075
90.0	0.0	-0.6559	0.0075
91.0	1.0	-0.4796	0.0075
92.0	1.0	-0.3134	0.0075
93.0	4.0	0.9551	0.0075
94.0	3.0	0.2712	0.0075
95.0	1.0	-0.4475	0.0075
96.0	3.0	0.3102	0.0075
97.0	2.0	-0.0099	0.0075
76.0	2.0	-0.1185	0.0075
75.0	3.0	0.3753	0.0075
85.0	2.0	0.0141	0.0075
73.0	4.0	0.8191	0.0075
74.0	4.0	0.6527	0.0075
52.0	1.0	-0.3456	0.0075
53.0	1.0	-0.4343	0.0075
54.0	2.0	-0.0694	0.0075
